,S&P 500 COMPOSITE - PRICE INDEX,cmdty BLS Commodity Price Ind 'DEAD' - PRICE INDEX,Gold Bullion LBM $/t oz DELAY,Crude Oil-WTI Spot Cushing U$/BBL,US INITIAL CLAIMS FOR UNEMPLOYMENT INSURANCE (BCI 5) VOLA,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-CURRENTLY,US CONSUMER CONFIDENCE INDEX SADJ,US CONSUMER CONFIDENCE INDEX - EXPECTATIONS SADJ,US CONSUMER CONFIDENCE INDEX - PRESENT SITUATION SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS PLENTIFUL SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS HARD TO FIND SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME DECREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME INCREASED SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS FEWER SADJ,US CONSUMER CONFIDENCE CURRENTLY - JOBS NOT SO PLENTIFUL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS MORE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY ANY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY LIVED IN HOME,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY MAJOR APPL( SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW AUTO SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY NEW HOME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY USED AUTO SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS BAD SADJ,US CONSUMER CONFIDENCE CURRENTLY - BUSINESS CONDITIONS GOOD SADJ,US CONSUMER CONFIDENCE CURRENTLY-BUSINESS CONDITIONS NORMAL SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS - INCOME SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS BETTER,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-BUSINESS CONDITIONS WORSE,US CONSUMER CONFIDENCE IN 6 MONTHS - JOBS SAME SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AIR CONDITIONER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY AUTO UNCERTAIN,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY CARPET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY CLOTHES DRYER,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY RANGE SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY REFRIGERATOR,US CONSUMER CONFIDENCE IN 6 MONTHS - PLANS TO BUY TV SET SADJ,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY VACUUM CLEANER,US CONSUMER CONFIDENCE IN 6 MONTHS-PLANS TO BUY WASHING MACHINE,US NATIONAL ASSOCIATION OF HOME BUILDERS HOUSING MARKET INDEX,US NAHB MARKET SURVEY: NEW SINGLE FAMILY HOME SALES-IN NEXT 6 MO,US NAHB MARKET SURVEY: TRAFFIC OF PROSPECTIVE NEW HOME BUYERS,US ISM PURCHASING MANAGERS INDEX (MFG SURVEY) SADJ,US ISM MANUFACTURERS SURVEY: NEW ORDERS INDEX SADJ,US ISM MANUFACTURERS SURVEY RESULTS: PRICES PAID - SAME VOLN,US ISM MANUFACTURERS SURVEY: PRODUCTION INDEX SADJ,US ISM MANUFACTURERS SURVEY: EMPLOYMENT INDEX SADJ
1989-12-15,353.4,260.6,401.0,21.8,358.0,46.0,113.0,104.4,125.9,27.0,20.6,7.1,5.9,30.2,14.9,52.4,16.6,0.8,3.3,1.7,28.8,3.3,0.8,2.8,17.3,25.1,57.6,63.9,18.3,73.6,8.1,68.5,1.7,1.0,6.4,3.4,2.3,4.1,7.9,5.0,4.4,43.0,57.0,30.0,47.4,50.4,63.0,49.7,44.6
1990-01-15,329.08,260.41,412.75,22.7,361.0,44.0,106.5,97.0,120.7,27.2,21.6,7.5,6.1,28.7,16.8,51.2,14.6,0.8,3.6,1.9,30.8,4.1,0.9,3.0,18.9,22.7,58.4,65.2,17.0,73.3,9.7,68.6,2.6,0.4,6.2,3.3,3.3,5.2,7.0,5.6,3.8,42.0,52.0,33.0,47.2,49.1,56.0,47.4,45.4
1990-02-15,331.89,264.0,407.5,21.55,354.0,46.0,106.7,93.7,126.3,28.1,20.5,7.6,6.0,26.6,17.4,51.4,14.3,1.2,4.1,1.9,31.5,3.2,1.0,3.3,18.1,25.1,56.8,67.4,16.7,71.9,11.4,68.3,2.7,1.1,6.9,3.7,3.1,4.3,7.8,5.1,4.8,44.0,50.0,36.0,49.1,52.5,59.0,52.8,46.5
1990-03-15,339.94,271.3,369.5,20.28,343.8,41.0,110.6,101.9,123.7,29.2,21.8,8.1,6.3,27.6,15.4,49.0,16.6,1.1,3.9,1.6,31.9,4.0,1.2,3.3,19.7,24.9,55.4,66.1,19.4,71.1,9.5,68.0,2.1,0.8,6.5,3.8,2.9,5.1,7.3,6.3,4.4,40.0,47.0,32.0,49.9,52.3,72.0,54.7,46.5
1990-04-15,330.8,273.06,367.75,18.55,361.8,42.0,107.3,99.2,119.4,26.6,22.3,6.2,6.3,29.3,16.2,51.1,15.4,0.7,2.9,1.4,31.3,3.7,0.8,2.1,19.3,23.8,56.9,64.4,17.2,73.6,9.2,68.4,2.1,0.4,6.2,3.8,3.5,4.5,7.8,6.0,3.6,39.0,46.0,30.0,50.0,53.7,68.0,53.5,46.6
1990-05-15,361.23,278.44,363.75,17.4,358.8,38.0,107.3,100.3,117.8,26.9,22.9,8.3,5.2,26.6,16.3,50.2,15.9,0.8,3.9,2.0,29.5,4.0,1.1,3.1,19.7,23.1,57.2,68.2,18.5,71.8,9.7,67.8,2.2,1.2,6.2,3.3,3.0,5.2,6.8,5.3,3.7,36.0,43.0,28.0,49.5,51.7,75.0,53.9,46.2
1990-06-15,358.02,277.49,352.75,17.07,361.0,39.0,102.4,96.6,111.1,23.4,23.7,8.4,7.0,27.2,16.5,52.9,15.5,0.9,3.6,1.8,28.8,4.0,0.9,3.3,20.1,22.6,57.3,65.8,17.5,72.1,10.4,68.0,2.0,1.1,6.6,3.9,3.0,4.4,6.9,4.5,4.1,36.0,42.0,27.0,49.2,52.0,70.0,51.3,45.4
1990-07-15,356.15,276.55,372.0,20.63,367.0,34.0,101.7,91.8,116.6,25.6,22.1,8.8,7.8,27.8,18.0,52.3,14.6,1.0,4.3,2.5,27.4,3.3,0.8,4.6,20.7,23.4,55.9,64.4,17.3,70.8,11.9,67.4,2.2,0.9,7.0,2.7,3.2,4.4,6.3,4.4,4.2,32.0,38.0,26.0,46.6,46.7,77.0,49.8,46.3
1990-08-15,322.56,271.1,385.25,27.3,390.0,32.0,84.7,74.2,100.4,21.4,25.8,7.5,8.5,24.2,22.7,52.8,11.3,0.7,3.0,1.3,32.8,4.3,1.0,2.9,23.5,20.8,55.7,67.3,13.7,67.6,18.7,66.0,2.5,0.3,7.3,4.0,2.7,5.4,7.8,6.1,4.3,30.0,39.0,21.0,46.1,45.5,68.0,47.9,43.1
1990-09-15,306.05,273.09,404.75,39.58,394.5,33.0,85.6,77.7,97.5,20.6,25.1,7.8,8.7,26.5,23.2,54.3,13.9,0.9,2.9,1.2,30.3,3.8,0.8,2.7,24.6,19.4,56.0,64.8,15.1,64.5,20.4,62.9,2.0,1.3,6.7,3.2,3.0,4.8,7.7,5.7,3.9,31.0,36.0,23.0,44.5,44.9,44.0,45.5,41.3
1990-10-15,304.0,263.07,379.25,35.25,425.3,30.0,62.6,55.6,73.2,15.3,29.8,6.3,11.0,19.5,34.9,54.9,9.5,0.6,2.9,1.7,26.0,3.3,0.6,2.0,28.9,14.2,56.9,69.5,12.0,58.3,29.7,55.6,1.6,1.0,5.9,3.2,2.9,3.6,7.0,4.1,3.6,28.0,34.0,21.0,43.2,43.1,38.0,43.6,40.2
1990-11-15,322.22,261.38,384.75,32.9,452.0,26.0,61.7,56.1,70.3,13.7,29.4,6.5,11.5,22.4,34.9,56.9,9.9,0.3,2.6,1.4,25.3,2.2,0.9,3.2,29.8,14.4,55.8,66.1,10.9,59.5,29.6,55.2,2.2,1.1,5.1,2.7,2.3,3.7,6.8,4.5,3.1,25.0,32.0,18.0,41.3,40.4,46.0,42.1,36.2
1990-12-15,330.22,258.13,391.5,28.44,456.0,23.0,61.2,59.8,63.3,12.4,31.7,6.2,10.4,22.3,33.9,55.9,9.9,0.6,2.7,1.5,26.9,2.9,0.6,2.8,30.3,13.3,56.4,67.3,12.1,62.3,25.6,56.2,1.5,0.5,5.6,3.0,3.0,4.1,7.1,4.7,3.5,22.0,33.0,16.0,40.8,38.5,55.0,41.8,38.8
1991-01-15,343.93,255.69,366.75,21.84,456.8,19.0,55.1,55.3,54.7,11.4,33.1,6.0,11.1,19.8,35.3,55.5,9.0,0.6,2.6,1.3,27.4,3.0,0.7,2.4,34.4,11.1,54.5,69.1,11.8,60.1,28.1,55.7,1.6,0.6,6.2,2.9,2.7,4.4,6.9,5.0,3.9,20.0,32.0,17.0,39.2,38.1,54.0,38.9,37.3
1991-02-15,367.07,255.97,364.75,19.12,485.3,25.0,59.4,63.6,53.1,10.0,33.2,7.5,11.6,20.9,31.4,56.8,11.6,0.7,3.0,1.5,28.0,3.7,0.8,3.0,33.3,11.7,55.0,67.5,14.4,61.3,24.3,57.0,1.6,0.8,5.7,3.1,2.9,4.9,6.6,4.6,4.3,27.0,40.0,26.0,39.4,39.2,60.0,39.1,35.6
1991-03-15,375.22,255.13,355.85,19.63,501.3,35.0,81.1,100.7,51.7,10.4,35.7,6.6,8.7,23.3,19.1,53.9,20.8,1.0,4.2,2.1,32.5,3.3,1.1,2.6,34.2,11.6,54.2,68.0,27.7,61.7,10.6,60.1,1.7,0.7,6.8,4.0,2.9,5.3,8.5,5.5,4.6,36.0,50.0,31.0,40.7,42.4,64.0,41.2,33.6
1991-04-15,375.35,253.76,357.3,20.96,467.3,42.0,79.4,99.7,48.9,9.4,35.5,7.7,8.9,20.7,17.9,55.1,19.4,0.7,3.0,1.5,27.8,4.0,0.8,3.1,35.7,11.7,52.6,70.4,25.2,65.4,9.4,62.7,1.9,0.6,5.9,3.8,2.7,3.6,6.7,5.3,3.8,41.0,52.0,34.0,42.8,46.1,60.0,44.5,35.8
1991-05-15,389.83,248.28,360.75,21.08,442.3,40.0,76.4,95.5,47.8,9.8,37.8,6.9,10.1,21.1,18.6,52.4,18.9,0.5,2.8,1.4,26.9,3.2,0.9,3.0,37.2,11.8,51.0,68.8,24.4,64.3,11.3,62.5,1.6,0.7,6.7,3.2,2.7,4.0,7.0,5.2,3.2,40.0,53.0,34.0,44.5,48.9,64.0,46.9,37.4
1991-06-15,371.16,243.29,369.4,20.58,427.8,42.0,78.0,100.9,43.7,8.7,37.5,6.2,9.8,20.0,17.4,53.8,21.0,0.6,2.8,1.6,24.7,3.1,0.6,2.8,38.8,10.7,50.5,70.2,27.7,62.7,9.6,61.6,1.7,0.3,6.3,3.4,2.8,3.5,5.0,4.8,3.5,42.0,55.0,34.0,50.3,58.4,66.0,53.7,43.0
1991-07-15,387.81,246.83,363.0,21.68,418.3,41.0,77.7,100.3,43.8,7.8,37.6,6.4,9.0,23.0,18.1,54.6,19.9,0.4,2.9,2.0,27.9,4.0,0.5,2.1,37.3,12.0,50.7,68.0,24.4,66.1,9.5,62.0,2.6,0.3,6.7,3.2,2.9,4.0,6.4,4.4,4.4,41.0,54.0,32.0,50.6,55.6,66.0,57.2,41.3
1991-08-15,395.43,241.25,348.05,22.3,430.0,37.0,76.1,96.8,45.1,8.6,38.6,6.5,9.9,20.6,18.5,52.8,18.8,0.8,2.9,1.4,29.5,3.5,0.7,2.7,37.4,12.1,50.5,69.5,25.3,64.5,10.2,62.7,2.4,0.3,5.6,3.4,2.4,4.6,7.7,5.3,3.7,36.0,49.0,25.0,52.9,60.1,69.0,59.8,44.0
1991-09-15,387.86,244.53,354.55,22.23,424.5,38.0,72.9,95.4,39.1,7.2,40.0,7.4,8.6,23.6,20.1,52.8,17.7,0.9,3.4,1.7,31.6,3.4,0.8,3.0,39.7,11.2,49.1,67.8,23.0,66.2,10.8,62.2,2.9,1.0,6.7,3.1,2.8,5.9,7.5,6.0,3.4,37.0,52.0,28.0,54.9,60.7,76.0,61.2,47.3
1991-10-15,392.46,242.12,357.8,23.41,428.5,37.0,60.1,79.5,31.0,5.5,43.5,7.5,11.6,21.3,26.0,51.0,14.8,0.8,3.3,1.9,28.0,3.2,0.6,3.3,40.7,9.3,50.0,67.1,18.9,67.1,14.0,59.2,1.6,1.0,5.2,3.2,3.1,4.2,6.9,4.7,4.3,37.0,52.0,29.0,53.1,58.0,70.0,60.7,44.7
1991-11-15,375.22,242.54,366.35,21.5,445.0,38.0,52.7,69.7,27.1,5.1,47.1,6.6,11.8,19.3,28.1,47.8,12.6,0.6,2.9,1.5,29.4,2.6,0.8,3.0,48.4,9.6,42.0,68.9,17.0,63.7,19.3,59.3,2.7,1.0,5.6,3.0,2.7,4.4,7.0,5.9,3.7,37.0,46.0,29.0,49.5,53.5,75.0,52.1,43.0
1991-12-15,417.09,238.24,353.3,19.1,456.8,35.0,52.5,72.6,22.5,4.3,47.8,5.9,13.4,21.5,28.3,47.9,13.9,0.8,3.1,1.6,28.6,3.0,0.7,2.2,46.8,7.2,46.0,65.1,19.1,61.9,19.0,57.8,1.7,0.7,5.1,3.6,2.7,4.2,7.2,5.2,4.0,35.0,52.0,27.0,46.8,49.5,76.0,50.6,39.8
1992-01-15,408.79,237.11,355.4,18.91,441.0,44.0,50.2,68.7,22.6,4.9,47.0,7.0,12.4,18.3,30.0,48.1,13.1,0.8,3.5,1.9,27.4,2.6,0.8,3.5,50.2,6.7,43.1,69.3,18.4,61.3,20.3,56.9,2.3,0.9,6.7,2.9,2.4,4.3,6.5,5.2,3.8,44.0,57.0,36.0,47.3,49.6,69.0,50.4,40.6
1992-02-15,412.7,237.78,353.2,18.65,442.8,50.0,47.3,63.5,23.0,4.4,48.9,7.0,14.7,18.4,32.9,46.7,12.7,1.0,4.2,2.2,29.9,3.6,1.0,2.7,48.6,7.9,43.5,66.9,16.8,61.8,21.4,54.4,2.4,0.7,5.7,3.9,2.7,4.9,6.6,5.3,4.1,49.0,59.0,42.0,52.7,58.3,67.0,58.7,43.9
1992-03-15,403.69,241.56,342.55,19.48,429.5,48.0,56.5,76.7,26.2,4.8,46.9,5.9,12.4,18.1,27.2,48.3,15.3,0.8,3.3,1.5,30.4,2.7,1.0,2.4,46.9,9.0,44.1,69.5,21.4,62.2,16.4,57.5,1.9,0.8,6.0,3.7,3.1,5.2,7.2,5.3,4.0,46.0,57.0,36.0,54.6,63.3,77.0,59.7,43.7
1992-04-15,414.95,244.79,336.5,20.86,423.0,48.0,65.1,89.7,28.0,5.0,45.2,6.5,12.3,18.4,21.0,49.8,18.3,0.8,3.5,1.6,31.2,3.4,1.1,2.4,44.9,9.2,45.9,69.3,24.1,64.9,11.0,60.7,2.1,0.7,5.5,4.1,3.5,4.9,6.7,6.3,3.6,46.0,57.0,37.0,52.6,59.1,80.0,57.8,45.0
1992-05-15,415.35,245.51,336.95,22.1,414.0,49.0,71.9,96.9,34.4,5.9,40.3,7.5,10.2,17.6,18.5,53.8,20.0,0.8,3.2,1.4,28.6,3.5,1.0,2.8,39.4,10.0,50.6,72.2,26.4,63.8,9.8,61.5,1.7,1.2,5.8,3.3,3.0,4.5,6.5,6.0,3.6,47.0,59.0,37.0,55.7,60.9,81.0,61.2,49.5
1992-06-15,408.14,249.52,343.55,22.07,418.8,46.0,72.6,95.9,37.7,6.3,40.6,6.7,10.8,20.4,18.8,53.1,19.2,0.9,3.6,1.8,27.6,3.1,0.9,2.8,37.3,11.3,51.4,68.8,23.9,66.5,9.6,62.0,1.5,0.8,6.6,3.4,2.8,4.5,6.3,5.2,3.9,45.0,57.0,37.0,53.6,59.8,79.0,57.6,46.6
1992-07-15,424.21,245.35,357.95,21.82,446.8,48.0,61.2,80.1,32.7,5.8,43.0,7.7,12.0,18.8,22.2,51.2,13.6,0.9,2.8,1.3,19.0,3.5,0.6,3.3,42.5,10.5,47.0,69.2,19.2,67.8,13.0,64.2,1.2,0.9,4.9,2.2,2.5,2.7,4.2,3.8,2.4,46.0,55.0,37.0,53.9,59.5,75.0,57.4,45.5
1992-08-15,414.03,243.58,340.0,21.48,403.3,51.0,59.0,78.3,30.1,5.6,46.8,7.0,12.4,19.0,23.7,47.6,14.1,0.8,3.4,1.4,29.6,3.6,1.2,2.8,43.7,10.0,46.3,68.6,18.5,67.6,13.9,62.2,2.0,0.6,6.5,3.3,3.2,4.7,7.0,5.8,3.6,49.0,57.0,40.0,53.4,58.8,78.0,56.8,47.3
1992-09-15,417.8,244.48,348.85,21.73,412.5,51.0,57.3,74.2,32.0,6.0,45.7,6.7,12.0,17.9,25.6,48.3,14.1,0.5,3.1,1.8,23.4,3.0,0.8,2.7,45.0,10.7,44.3,70.1,17.9,65.5,16.6,60.3,1.0,1.0,5.4,2.5,2.3,3.8,5.5,5.2,3.1,48.0,58.0,39.0,49.7,51.1,80.0,53.9,45.1
1992-10-15,418.68,239.96,339.65,20.64,372.8,53.0,54.6,70.7,30.5,5.4,45.7,5.3,12.6,15.9,25.4,48.9,13.5,0.6,3.0,1.5,25.0,2.6,0.9,2.0,42.5,10.2,47.3,71.5,16.0,67.6,16.4,61.1,1.4,0.7,6.1,2.8,3.5,3.7,5.9,4.2,3.5,50.0,57.0,38.0,50.3,53.8,72.0,54.7,44.7
1992-11-15,431.35,238.63,334.45,19.91,362.3,57.0,65.6,85.7,35.5,6.8,45.5,6.4,12.4,19.0,20.6,47.7,16.7,0.5,3.1,1.5,27.1,3.1,1.1,2.7,42.7,11.6,45.7,68.6,21.8,64.9,13.3,62.7,2.0,0.6,6.0,3.2,2.9,3.9,6.5,5.3,3.3,54.0,62.0,43.0,53.6,58.8,69.0,58.6,47.1
1992-12-15,435.71,235.27,333.05,19.5,336.8,58.0,78.1,103.9,39.3,7.0,42.8,6.9,10.0,22.0,16.8,50.2,21.5,0.7,3.3,1.8,29.2,3.1,0.8,2.6,38.1,12.1,49.8,68.0,30.2,60.8,9.0,61.7,1.8,1.2,6.4,3.4,3.5,4.2,7.0,5.6,3.7,56.0,71.0,43.0,54.2,61.0,76.0,57.9,45.9
1993-01-15,438.78,237.97,330.35,20.26,346.8,58.0,76.7,98.0,44.8,7.8,38.4,6.7,10.1,17.8,16.1,53.8,18.0,0.8,3.3,1.6,24.2,2.7,0.9,3.0,35.3,12.5,52.2,72.1,25.9,65.0,9.1,65.9,1.3,1.0,6.2,3.3,2.6,4.1,4.8,4.8,3.3,55.0,65.0,45.0,55.8,63.0,63.0,61.5,46.9
1993-02-15,443.38,238.51,327.75,20.56,338.3,54.0,68.5,84.7,44.1,7.0,40.2,7.2,12.8,19.5,22.2,52.8,16.5,0.9,3.2,1.3,31.8,3.1,1.0,2.9,31.9,12.6,55.5,67.7,21.6,65.8,12.6,61.3,2.1,1.2,6.3,4.1,3.2,4.7,7.6,5.4,4.7,52.0,62.0,40.0,55.2,59.7,65.0,63.5,47.0
1993-03-15,451.67,238.58,337.85,20.44,351.0,56.0,63.2,77.3,42.1,7.0,40.4,5.6,13.2,15.3,22.1,52.6,14.9,0.8,3.0,1.4,23.9,2.9,0.8,2.3,35.2,12.4,52.4,71.5,19.2,66.4,14.4,63.0,1.3,0.4,6.1,2.9,2.6,3.7,5.8,4.5,3.1,53.0,63.0,42.0,53.5,58.1,67.0,56.7,47.1
1993-04-15,440.19,235.76,355.75,20.57,349.3,55.0,67.6,81.1,47.2,7.8,41.6,6.5,11.8,17.0,22.1,50.6,15.4,0.4,2.5,1.5,26.5,3.3,0.6,2.6,33.2,14.6,52.2,71.2,19.3,67.4,13.3,62.5,1.5,0.6,5.2,3.5,2.8,3.5,6.8,5.0,3.4,52.0,61.0,42.0,50.2,53.0,60.0,51.6,44.8
1993-05-15,450.19,233.81,379.75,20.01,343.8,54.0,61.9,73.1,45.0,8.0,40.4,7.3,13.4,16.4,22.9,51.6,13.3,0.8,3.1,1.1,30.4,3.4,1.2,3.0,34.6,12.7,52.7,70.2,17.1,67.1,15.8,63.8,1.6,0.9,6.3,3.1,3.0,5.9,7.1,5.3,4.4,51.0,60.0,42.0,51.2,55.2,66.0,55.0,43.6
1993-06-15,450.53,233.26,378.25,19.01,340.5,55.0,58.6,69.6,42.0,7.5,41.0,5.9,12.9,15.5,22.6,51.5,11.2,0.6,2.7,1.2,24.8,3.1,0.9,2.3,36.5,12.1,51.4,71.6,14.6,70.9,14.5,66.2,1.4,0.5,5.2,3.3,2.8,3.7,5.9,4.5,3.2,53.0,62.0,43.0,49.6,51.6,69.0,53.1,43.2
1993-07-15,448.13,234.83,405.75,17.88,355.0,60.0,59.2,66.8,47.8,8.2,40.0,5.5,13.9,16.9,26.3,51.8,10.9,0.7,2.8,1.6,19.4,2.2,0.5,2.3,33.5,13.8,52.7,69.2,15.1,69.4,15.5,62.8,1.0,1.0,5.3,2.2,2.4,3.0,4.3,3.3,3.2,57.0,65.0,45.0,50.2,53.8,64.0,52.7,43.6
1993-08-15,463.56,236.1,371.35,18.26,341.0,63.0,59.3,66.8,48.1,8.5,40.5,6.4,14.7,16.7,24.8,51.0,11.7,0.7,3.5,1.6,26.9,3.2,1.2,2.5,33.7,13.8,52.5,68.6,15.1,67.9,17.0,63.5,2.0,0.7,5.5,3.4,2.6,4.4,6.7,4.3,3.5,60.0,67.0,47.0,50.7,55.3,64.0,53.9,41.9
1993-09-15,458.93,234.74,355.25,18.76,338.8,64.0,63.8,72.8,50.2,9.0,39.0,5.6,12.4,18.9,24.6,52.0,12.6,1.1,3.4,1.5,26.0,2.6,0.8,2.4,33.6,14.0,52.4,68.7,16.6,67.3,16.1,62.8,1.9,0.6,5.8,2.3,2.5,4.7,6.5,4.7,3.4,62.0,72.0,53.0,50.8,52.6,68.0,55.2,44.5
1993-10-15,467.83,238.96,368.8,16.91,354.0,68.0,60.5,66.7,51.2,9.1,38.8,7.3,12.7,19.3,28.3,52.1,11.0,0.9,3.6,1.8,22.5,3.4,0.9,2.8,32.2,13.9,53.9,68.0,14.5,68.7,16.8,60.7,1.4,1.1,4.4,2.6,2.6,3.4,6.3,3.7,2.5,66.0,74.0,56.0,53.4,58.9,72.0,56.1,46.0
1993-11-15,461.79,243.06,370.0,15.54,341.0,75.0,71.9,80.3,59.2,9.5,36.1,6.7,9.8,20.3,23.1,54.4,13.3,0.3,2.6,1.6,27.1,3.1,0.7,2.7,27.3,15.7,57.0,69.9,16.4,70.9,12.7,63.6,2.2,0.9,5.1,3.1,2.8,3.9,6.3,5.3,3.5,71.0,78.0,61.0,53.8,60.4,67.0,57.5,45.5
1993-12-15,466.45,245.44,390.75,14.19,324.0,73.0,79.8,91.8,61.8,9.5,36.3,7.5,10.2,22.0,19.3,54.2,15.0,0.5,2.9,1.3,27.6,3.6,1.1,3.2,26.3,17.5,56.2,67.8,21.3,69.4,9.3,65.7,1.7,0.7,5.6,3.4,2.9,4.1,7.5,4.5,3.5,71.0,80.0,62.0,55.6,62.4,67.0,61.7,47.1
1994-01-15,481.61,249.47,378.25,15.28,363.8,73.0,82.6,92.6,67.6,11.3,34.4,7.4,9.6,20.7,18.9,54.3,15.1,1.1,3.3,1.2,27.9,3.3,1.0,3.2,26.8,18.2,55.0,69.7,20.7,70.5,8.8,66.0,2.2,0.9,6.6,2.9,2.8,4.2,6.9,5.1,3.8,70.0,74.0,60.0,56.0,63.5,61.0,59.7,47.5
1994-02-15,467.14,253.27,381.8,14.49,348.5,69.0,79.9,84.4,73.1,12.2,31.7,6.4,10.4,19.4,20.0,56.1,12.9,1.2,3.8,1.6,32.5,3.1,1.0,2.6,25.0,18.1,56.9,70.2,18.3,71.0,10.7,67.1,2.0,0.7,6.0,4.3,3.2,4.9,8.5,5.0,4.6,64.0,72.0,51.0,56.5,62.2,66.0,60.2,48.7
1994-03-15,445.77,252.64,389.75,14.79,334.3,66.0,86.7,92.6,77.9,13.1,32.5,5.8,8.9,21.5,18.2,54.4,14.4,0.9,3.8,1.8,30.2,2.9,1.1,2.4,22.6,19.5,57.9,69.6,19.2,71.9,8.9,67.4,1.8,0.5,6.0,3.8,2.9,5.3,6.4,5.8,4.2,61.0,69.0,48.0,56.9,62.8,65.0,63.4,48.2
1994-04-15,450.91,255.99,376.1,16.98,344.5,66.0,92.1,95.4,87.1,14.5,28.9,7.1,8.0,20.8,15.8,56.6,14.0,0.5,3.1,1.4,28.9,3.3,1.2,2.9,21.2,21.0,57.8,71.2,18.0,73.9,8.1,70.2,1.8,0.9,6.5,3.2,3.1,4.4,7.3,5.6,3.5,61.0,66.0,47.0,57.4,62.7,59.0,61.4,50.1
